q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23,q24,q25,q26,q27,q28,q29,q30,q31,q32,q33,q34,q35,q36,q37,q38,q39,q40
I am a student at the University of Stirling,Year 3,Agree,,,Disagree,Disagree,Disagree,150,30,60,3,,True,False,True,False,True,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",60,2,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Overweight children should aim for short bouts of high intensity exercise to facilitate weight loss",No,Yes,"Stand-alone lectures,Assessable content,Digital learning and electronic content",,"Nursing programme curriculum,Media, YouTube, internet",,,Average,,Jogging,Walking ,Weights ,,Running,Weights ,Hillwalking ,31-90 minutes,2021-11-17
I am a student at the University of Stirling,Year 3,Agree,,,Neutral,Neutral,Neutral,60,30,30,3,,True,False,True,True,True,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits",60,5,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Should avoid strength training before age 16 as may stunt growth rates",No,Yes,Stand-alone lectures,,"Nursing programme curriculum,Media, YouTube, internet",,Walking/ swimming ,Average,,Running,Walking,Swimming ,,Boxing,Football,Cycling ,31-90 minutes,2021-11-17
I am a student at the University of Stirling,Year 3,Strongly agree,,,Unsure,Unsure,Unsure,120,30,240,2,,True,False,True,True,False,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",30,4,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Should avoid strength training before age 16 as may stunt growth rates",No,Yes,"Stand-alone lectures,Seminars and workshops",,Through participating in physical activity or sport,,,Average,,cycling,fast walk,yoga,,gym session (classes),net ball training session,running,150+ minutes,2021-11-17
I am a student at the University of Stirling,Year 3,Strongly agree,,,Disagree,Neutral,Neutral,150,30,75,2,,True,False,True,True,False,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",60,2,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Activities such as walking do not contribute to moderate to vigorous physical activity (MVPA)",No,Yes,"Assessable content,Digital learning and electronic content",,"Nursing programme curriculum,Individual interest and reading,Media, YouTube, internet,Through participating in physical activity or sport",,"attend local gym a few times a week, and try to go hill walking as much as I can depending on weather.",Average,,cycling ,swimming,brisk walking,,running,hill walking,workouts,31-90 minutes,2021-11-17
I am a student at the University of Stirling,Year 3,Strongly agree,,,Agree,Agree,Agree,150,30,75,2,,True,False,True,True,True,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",60,2,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Overweight children should aim for short bouts of high intensity exercise to facilitate weight loss",No,Yes,"Stand-alone lectures,Assessable content,Digital learning and electronic content",,Nursing programme curriculum,,,Somewhat not,,swimming ,walking (briskly),cycling ,,running ,gym workouts ,exercise class,Under 30 minutes,2021-11-17
I am a student at the University of Stirling,Year 3,Strongly agree,,,Neutral,Neutral,Neutral,200,30,120,2,,True,True,True,True,True,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",600,2,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Activities such as walking do not contribute to moderate to vigorous physical activity (MVPA),Overweight children should aim for short bouts of high intensity exercise to facilitate weight loss",Yes,Yes,Digital learning and electronic content,,Nursing programme curriculum,,,Average,,Walking,Stretching,Yoga,,Running,Jogging,Team building activities,31-90 minutes,2021-11-17
,Year 3,Agree,,,Strongly Disagree,Strongly Disagree,Strongly Disagree,210,30,120,3,,True,False,True,True,False,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",60,1,Should minimise the amount of time spent being sedentary (sitting) for extended periods,No,Yes,Seminars and workshops,,"Individual interest and reading,Media, YouTube, internet,Through participating in physical activity or sport",,insanity beachbody workout at home 6 mornings per week (30-40 mins long),Average,,brisk walk,rowing ,climbing stairs,,running ,interval training,lifting heavy weights,90-149 minutes,2021-11-17
I am a student at the University of Stirling,Year 3,Agree,,,Strongly Disagree,Strongly Disagree,Strongly Disagree,150,30,15,2,,True,False,True,True,True,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",60,2,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Activities such as walking do not contribute to moderate to vigorous physical activity (MVPA),Overweight children should aim for short bouts of high intensity exercise to facilitate weight loss",No,Yes,"Stand-alone lectures,Seminars and workshops,Assessable content,Digital learning and electronic content,Guided studies",,"Individual interest and reading,Media, YouTube, internet",,,Somewhat,,Hillwalking ,Swimming ,Rock climbing ,,Dance ,Running ,Aerobics ,90-149 minutes,2021-11-17
I am a student at the University of Stirling,Year 1,Agree,,,,Agree,,150,15,75,3,,True,False,True,True,False,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",100,60,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Overweight children should aim for short bouts of high intensity exercise to facilitate weight loss",No,Yes,"Seminars and workshops,Assessable content,Digital learning and electronic content",,Through participating in physical activity or sport,,"Jogging, walking and yoga",Somewhat,,Walking,Weight training ,"Body weight exercise such as planks, pushup situp",,Hiit,Stair climbing,Running sprints,31-90 minutes,2021-11-30
I am a student at the University of Stirling,Year 1,Agree,,,Agree,Disagree,Unsure,120,40,20,3,,,True,False,True,True,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits",30,7,Should minimise the amount of time spent being sedentary (sitting) for extended periods,No,Yes,Seminars and workshops,,"External conferences, informal teaching or presentations",,,Average,,Swimming ,Jogging ,Hikes,,Weight lifting ,Core workouts ,Boxing ,Under 30 minutes,2021-11-30
I am a student at the University of Stirling,Year 1,Agree,,,Unsure,Unsure,Unsure,200,120,100,5,,True,True,True,False,True,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",200,100,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Should avoid strength training before age 16 as may stunt growth rates",No,Yes,"Seminars and workshops,Digital learning and electronic content",,"Media, YouTube, internet,Through participating in physical activity or sport",,Running / walking ,Somewhat,,Walking ,Cycling ,Jogging ,,Weights ,Boxing ,Running ,31-90 minutes,2021-11-30
I am a student at the University of Stirling,Year 1,Strongly agree,,,Strongly agree,Strongly agree,Strongly agree,20,30,15,2,,True,,,,,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits",10,3,Should minimise the amount of time spent being sedentary (sitting) for extended periods,No,Yes,Seminars and workshops,,Nursing programme curriculum,,,Average,,Running,Walking,Dancing,,Walking,Running ,Dancing,Under 30 minutes,2021-11-30
I am a student at the University of Stirling,Year 1,Agree,,,Strongly Disagree,Strongly Disagree,Strongly Disagree,150,10,120,5,,True,False,True,False,False,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",15,3,None of the above,No,Yes,Guided studies,,"External conferences, informal teaching or presentations,Through participating in physical activity or sport",,"gym, walking ",Average,,jogging ,swimming ,cycling ,,running ,swimming  ,gym ,90-149 minutes,2021-11-30
I am a student at the University of Stirling,Year 1,Strongly agree,,,Disagree,Disagree,Disagree,60,15,,5,,True,True,True,False,False,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Refrain from physical activity in presence of chronic disease such as heart disease or arthritis",30,6,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Should avoid strength training before age 16 as may stunt growth rates",No,Yes,"Seminars and workshops,Digital learning and electronic content",,"Individual interest and reading,Through participating in physical activity or sport",,Attend the gym ,Average,,Jogging,Weight lifting,Cycling ,,Hit ,Weight lifting,Exercise classes,31-90 minutes,2021-11-30
I am a student at the University of Stirling,Year 1,Neutral,,,Unsure,Agree,Neutral,90,30,5,3,,True,False,True,True,False,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits",60,5,Should minimise the amount of time spent being sedentary (sitting) for extended periods,No,Yes,"Seminars and workshops,Assessable content,Digital learning and electronic content",,"Individual interest and reading,Media, YouTube, internet,Through participating in physical activity or sport",,"hill walking, exercise class.",Average,,running,going to gym,hill walking,,gym on a frequent basis,"sports...squash, football, rugby",HIIT,31-90 minutes,2021-11-30
I am a student at the University of Stirling,Year 1,Strongly agree,,,Disagree,Disagree,Disagree,150,30,100,3,,True,False,True,True,False,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",15,3,Should minimise the amount of time spent being sedentary (sitting) for extended periods,No,Yes,Digital learning and electronic content,,Individual interest and reading,,I do crossfit classes 3 to 4 times a week. ,Somewhat,,Running,Swimming,Yoga,,HiTT,Crossfit,Les Mills ,150+ minutes,2021-11-30
I am a student at the University of Stirling,Year 1,Agree,,,Neutral,Disagree,Disagree,180,30,60,3,,True,False,True,True,False,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits",45,2,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Should avoid strength training before age 16 as may stunt growth rates",No,Yes,Seminars and workshops,,"Individual interest and reading,Media, YouTube, internet",,"walking, gym",Average,,walking,jogging,weights,,cardio,running,rowing,31-90 minutes,2021-11-30
I am a student at the University of Stirling,Year 1,Agree,,,Unsure,Unsure,Unsure,60,30,30,3,,True,False,True,True,True,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",30,3,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Overweight children should aim for short bouts of high intensity exercise to facilitate weight loss",No,Yes,Stand-alone lectures,,Through participating in physical activity or sport,,"I regularly attend the gym, participate in weight training and cardio and I am on my feet all day in my job :)",Average,,running/walking,climbing hills/stairs etc,weight training,,sprinting,cycling/mountain biking,climbing etc,150+ minutes,2021-11-30
I am a student at the University of Stirling,Year 1,Agree,,,Unsure,Unsure,Unsure,35,25,35,4,,True,False,True,False,False,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls,50,5,Should minimise the amount of time spent being sedentary (sitting) for extended periods,Yes,Yes,"Seminars and workshops,Assessable content",,Individual interest and reading,,"gym time, cardio and strength",Somewhat,,jogging,cycling ,swimming,,running,cycling,boxing,150+ minutes,2021-11-30
I am a student at the University of Stirling,Year 1,Strongly agree,,,Disagree,Neutral,Neutral,180,60,30,3,,True,False,True,True,False,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",60,3,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Should avoid strength training before age 16 as may stunt growth rates",No,Yes,"Seminars and workshops,Guided studies",,"Through participating in physical activity or sport,Other",Other education,Rugby - club and university,Somewhat,,Cycling,Swimming,Jogging,,Sprinting,High intensity interval training,Strength training,150+ minutes,2021-11-30
I am a student at the University of Stirling,Year 1,Agree,,,Neutral,Neutral,Neutral,,30,,3,,True,False,True,True,True,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",60,5,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Overweight children should aim for short bouts of high intensity exercise to facilitate weight loss",No,Yes,Stand-alone lectures,,Individual interest and reading,,,Somewhat not,,yoga,,,,cardio,,,Under 30 minutes,2021-11-30
I am a student at the University of Stirling,Year 1,Strongly agree,,,Neutral,Neutral,Neutral,4,30,1,3,,True,False,True,True,True,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",30,2,Should minimise the amount of time spent being sedentary (sitting) for extended periods,No,Yes,"Seminars and workshops,Digital learning and electronic content",,"Individual interest and reading,Other",Diabetes group,None,Not at all,,Walking,Swimming ,Housework,,Running,Weight training ,,Under 30 minutes,2021-11-30
I am a student at the University of Stirling,Year 1,Strongly agree,,,Neutral,Agree,Neutral,150,10,75,2,,True,False,True,True,False,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",60,1,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Should avoid strength training before age 16 as may stunt growth rates",No,Yes,"Seminars and workshops,Digital learning and electronic content",,"Individual interest and reading,Media, YouTube, internet",,,Average,,Hiking ,Cycling,Dancing,,Running,Speed walking ,Skipping,31-90 minutes,2021-11-30
I am a student at the University of Stirling,Year 1,Strongly agree,,,Disagree,Agree,Disagree,150,20,90,2,,True,False,True,True,True,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",30,2,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Overweight children should aim for short bouts of high intensity exercise to facilitate weight loss",No,Yes,"Stand-alone lectures,Assessable content,Digital learning and electronic content,Guided studies",,"Individual interest and reading,Media, YouTube, internet,Through participating in physical activity or sport",,I like to go running for mental and physical health. I have also been to the gym in the past to try build muscle tone. Trying to get back into that now.,Somewhat,,walking,cycling (flat or downhill at casual speed),swimming (casual speed),,Running,"competitive sports such as tennis, swimming",uphill cycling,31-90 minutes,2021-11-30
I am a student at the University of Stirling,Year 1,Strongly agree,,,Agree,Agree,Agree,150,30,75,3,,True,False,True,True,True,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Refrain from physical activity in presence of chronic disease such as heart disease or arthritis",,2,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Overweight children should aim for short bouts of high intensity exercise to facilitate weight loss",No,Yes,"Stand-alone lectures,Seminars and workshops,Guided studies",,"Individual interest and reading,Media, YouTube, internet,Through participating in physical activity or sport",,"football, gym and walking",Somewhat,,walking,jogging,weight training,,sprinting,high intensity interval training ,long distance running,90-149 minutes,2021-11-30
I am a student at the University of Stirling,Year 1,Strongly agree,,,Neutral,Neutral,Unsure,300,30,60,5,,True,False,True,False,False,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",60,2,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Should avoid strength training before age 16 as may stunt growth rates",No,Yes,Seminars and workshops,,Through participating in physical activity or sport,,i played hockey regularly as well as i dance ,Average,,hiking,riding a bike ,dancing ,,running ,climbing stairs,jumping,90-149 minutes,2021-11-30
I am a student at the University of Stirling,Year 1,Strongly agree,,,Neutral,Neutral,Neutral,150,30,75,4,,True,True,False,True,False,None of the above,60,3,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Activities such as walking do not contribute to moderate to vigorous physical activity (MVPA)",No,Yes,Stand-alone lectures,,"Nursing programme curriculum,Individual interest and reading,Through participating in physical activity or sport",,"long distance running, pole fitness and open water swimming",Very,,jogging,riding a bike,walking,,running,hiking uphill,swimming laps,31-90 minutes,2021-11-30
I am a student at the University of Stirling,Year 1,Agree,,,Agree,Agree,Agree,150,20,90,2,,True,False,False,True,False,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits",30,2,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Should avoid strength training before age 16 as may stunt growth rates",No,Yes,"Stand-alone lectures,Seminars and workshops",,Through participating in physical activity or sport,,,Average,,swimming ,power walking ,jogging ,,hit classes ,spin classes ,running ,Under 30 minutes,2021-11-30
I am a student at the University of Stirling,Year 1,Agree,,,Unsure,Unsure,Unsure,150,30,75,5,,True,False,False,True,False,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",60,1,Should minimise the amount of time spent being sedentary (sitting) for extended periods,Yes,Yes,"Seminars and workshops,Guided studies",,"Nursing programme curriculum,Individual interest and reading,Media, YouTube, internet",,,Somewhat not,,Cycling,Brisk walking,Hiking,,Rugby,Gymnastics,Running,Under 30 minutes,2021-11-30
I am a student at the University of Stirling,Year 1,Strongly agree,,,Disagree,Agree,Disagree,150,30,30,2,,True,False,False,True,False,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",20,2,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Should avoid strength training before age 16 as may stunt growth rates",No,Yes,"Stand-alone lectures,Seminars and workshops,Digital learning and electronic content",,"Individual interest and reading,Media, YouTube, internet,Through participating in physical activity or sport,Other",Fitness Qualification a long time ago,"Swimming, running, football, cycling, yoga",Very,,Jogging and walking,Swimming,Cycling,,Sprinting,Heavy weight training,"Games - Football, Rugby etc.",150+ minutes,2021-11-30
I am a student at the University of Stirling,Year 1,Strongly agree,,,Neutral,Neutral,Neutral,150,10,75,2,,True,True,False,True,True,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits",60,,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Overweight children should aim for short bouts of high intensity exercise to facilitate weight loss",No,Yes,"Stand-alone lectures,Seminars and workshops,Assessable content,Digital learning and electronic content,Guided studies",,"Individual interest and reading,External conferences, informal teaching or presentations",,,Somewhat not,,walking,bike riding,swimming,,high intensity interval training,circuit training,running,31-90 minutes,2021-11-30
I am a student at the University of Stirling,Year 1,Agree,,,Unsure,Unsure,Unsure,180,30,30,5,,True,False,False,True,True,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",60,5,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Should avoid strength training before age 16 as may stunt growth rates,Overweight children should aim for short bouts of high intensity exercise to facilitate weight loss",No,Yes,Digital learning and electronic content,,"Individual interest and reading,Through participating in physical activity or sport",,gym classes,Average,,walking,jogging,swimming,,Running,tennis,gym class,31-90 minutes,2021-11-30
I am a student at the University of Stirling,Year 1,Agree,,,Disagree,Disagree,Disagree,30,5,60,3,,False,True,False,True,False,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits",60,2,Should minimise the amount of time spent being sedentary (sitting) for extended periods,No,Yes,"Seminars and workshops,Guided studies",,Individual interest and reading,,,Somewhat not,,Walking,Swimming,Cycling,,Running,Weight lifting,Spinning Class,31-90 minutes,2021-11-30
I am a student at the University of Stirling,Year 1,Strongly agree,,,Neutral,Agree,Neutral,150,15,75,2,,True,True,False,True,False,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",60,2,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Activities such as walking do not contribute to moderate to vigorous physical activity (MVPA)",No,Yes,"Seminars and workshops,Digital learning and electronic content",,Through participating in physical activity or sport,,"I usually run 5-6 days per week, steady run or intervals, usually about an hour.  Do some gym classes and cross training. Walk my dog every day too.",Somewhat,,brisk walking/ jogging,easy cycle,dancing,,running,spin class,weight lifting,150+ minutes,2021-11-30
I am a student at the University of Stirling,Year 1,Agree,,,Neutral,Disagree,Disagree,60,30,20,2,,True,True,True,False,False,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",30,3,Should minimise the amount of time spent being sedentary (sitting) for extended periods,No,Yes,Digital learning and electronic content,,Through participating in physical activity or sport,,Ice skating   Synchronised ice skating   Cheerleading ,Very,,Jogging ,Swimming ,Tennis ,,Ice skating ,Running ,High agility sports ,90-149 minutes,2021-12-02
I am a student at the University of Stirling,Year 2,Agree,,,Agree,Neutral,Neutral,60,15,15,30,,True,True,True,True,False,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls,60,20,Should minimise the amount of time spent being sedentary (sitting) for extended periods,No,Yes,Seminars and workshops,,Individual interest and reading,,,Somewhat,,walking,swimming,,,weights,,,Under 30 minutes,2021-12-06
I am a student at the University of Stirling,Year 2,Strongly agree,,,Neutral,Neutral,Neutral,300,5,150,5,,True,True,True,True,True,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Refrain from physical activity in presence of chronic disease such as heart disease or arthritis,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",300,5,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Should avoid strength training before age 16 as may stunt growth rates,Overweight children should aim for short bouts of high intensity exercise to facilitate weight loss",Yes,Yes,"Seminars and workshops,Digital learning and electronic content,Guided studies",,"Nursing programme curriculum,Individual interest and reading,Media, YouTube, internet,Through participating in physical activity or sport",,"swimming, running, walking, cycling",Average,,swimming,fast walking,cycling,,running,fitness classes,burpess,90-149 minutes,2021-12-06
I am a student at the University of Stirling,Year 2,Strongly agree,,,Disagree,Agree,Agree,150,30,30,5,,True,False,True,True,True,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits",30,3,Should minimise the amount of time spent being sedentary (sitting) for extended periods,No,Yes,"Assessable content,Guided studies",,"Media, YouTube, internet,Through participating in physical activity or sport",,jogging 3x per week for 30 mins,Somewhat,,jogging,power walking,bike ride,,running,hillwalking,sprinting,150+ minutes,2021-12-06
I am a student at the University of Stirling,Year 2,Agree,,,Agree,Strongly agree,Disagree,120,30,90,3,,True,True,True,False,False,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",20,3,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Should avoid strength training before age 16 as may stunt growth rates",No,Yes,Stand-alone lectures,,"Media, YouTube, internet,Through participating in physical activity or sport",,"hit workouts, pregnancy yoga, walking ",Very,,brisk walking,cycling,pilates,,running,hiit,skipping rope,90-149 minutes,2021-12-06
I am a student at the University of Stirling,Year 2,Agree,,,Agree,Agree,Agree,150,30,75,3,,False,False,False,False,False,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls,Only engage in physical activity if they are used to exercise or used to be active",30,3,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Should avoid strength training before age 16 as may stunt growth rates",No,No,Digital learning and electronic content,,"Individual interest and reading,External conferences, informal teaching or presentations,Through participating in physical activity or sport",,"PIlates, Body balance, Yoga and walking",Average,,Walking,Yoga,Body balance,,Cycle fit,Body attack,Meta fit,31-90 minutes,2021-12-06
I am a student at the University of Stirling,Year 2,Agree,,,Disagree,Disagree,Disagree,180,30,15,3,,True,False,False,True,False,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",160,3,Should minimise the amount of time spent being sedentary (sitting) for extended periods,No,Yes,Seminars and workshops,,"Media, YouTube, internet,Through participating in physical activity or sport",,"olympic weightlifting 4-5 times a week, crossfit 3 times a week and walk a minimum 10k steps a day ",Very,,walking,cycling,free weights,,high intensity interval training,running,hill walking,150+ minutes,2021-12-06
I am a student at the University of Stirling,Year 2,Strongly agree,,,Neutral,Neutral,Agree,180,10,60,3,,True,False,True,False,False,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",60,3,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Should avoid strength training before age 16 as may stunt growth rates",No,Yes,"Stand-alone lectures,Seminars and workshops,Guided studies",,"Media, YouTube, internet,Through participating in physical activity or sport",,"GAA, Football and boxing",Average,,Jogging,Work based Nurisng,gym,,Swimming,Boxing,Running,31-90 minutes,2021-12-06
I am a student at the University of Stirling,Year 2,Strongly agree,,,Disagree,Disagree,Disagree,420,60,30,5,,True,True,True,True,False,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits",30,5,Should minimise the amount of time spent being sedentary (sitting) for extended periods,No,Yes,"Seminars and workshops,Digital learning and electronic content,Guided studies",,"Media, YouTube, internet,Through participating in physical activity or sport",,Football training and going to a personal trainer ,Average,,Walking ,Jogging ,Core work at the gym,,Running,Football,Intense workout at the gym,150+ minutes,2021-12-06
I am a student at the University of Stirling,Year 2,Agree,,,Neutral,Agree,Neutral,60,20,10,5,,True,False,True,True,True,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",20,2,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Should avoid strength training before age 16 as may stunt growth rates,Overweight children should aim for short bouts of high intensity exercise to facilitate weight loss",No,Yes,"Stand-alone lectures,Seminars and workshops",,"Individual interest and reading,Media, YouTube, internet,Through participating in physical activity or sport",,Attend gym classes and open water swimming occasionally ,Average,,gym classes eg body combat,jogging,brisk walking with quickening pace at times,,High intensity work out classes,running,spin fit,31-90 minutes,2021-12-06
I am a student at the University of Stirling,Year 2,Agree,,,Agree,Agree,Neutral,150,30,60,3,,True,False,True,True,False,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",60,5,Should minimise the amount of time spent being sedentary (sitting) for extended periods,No,No,"Digital learning and electronic content,Guided studies",,"Individual interest and reading,External conferences, informal teaching or presentations",,,Average,,Yoga,Brisk walking,Swimming,,Running,Circuit training,Hill walking,90-149 minutes,2021-12-06
I am a student at the University of Stirling,Year 2,Strongly agree,,,,Strongly agree,Strongly agree,150,30,75,3,,True,True,True,True,True,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",150,30,"Activities such as walking do not contribute to moderate to vigorous physical activity (MVPA),Overweight children should aim for short bouts of high intensity exercise to facilitate weight loss",No,Yes,"Seminars and workshops,Assessable content,Digital learning and electronic content,Guided studies",,"Nursing programme curriculum,Individual interest and reading,External conferences, informal teaching or presentations",,,Somewhat not,,walking,cycling,aerobics,,tennis,running,kayaking,Under 30 minutes,2021-12-06
I am a student at the University of Stirling,Year 2,Strongly agree,,,Neutral,Neutral,Neutral,60,15,30,3,,True,False,True,False,False,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",10,1,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Should avoid strength training before age 16 as may stunt growth rates,Overweight children should aim for short bouts of high intensity exercise to facilitate weight loss",Yes,Yes,Seminars and workshops,,"External conferences, informal teaching or presentations",,A mix of cardio and weight training.,Average,,Jogging,Aerobics,Pilates,,Cardio ,Weights,Running,Under 30 minutes,2021-12-06
I am a student at Solent University,Year 3,Agree,,,Disagree,Disagree,Disagree,7,60,30,2,,True,False,True,True,False,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits,Incorporate activities to improve balance and coordination on at least two days a week if at risk of falls",30,2,"Should minimise the amount of time spent being sedentary (sitting) for extended periods,Should avoid strength training before age 16 as may stunt growth rates",No,Yes,Stand-alone lectures,,Through participating in physical activity or sport,,,Average,,Walking ,Running ,Rowing ,,,,,90-149 minutes,2021-12-09
I am a student at Solent University,Year 3,Agree,,,Disagree,Agree,Agree,6,60,30,5,,True,True,True,True,True,"Be advised that any amount of physical activity is better than none, and more activity provides greater health benefits",60,5,Should minimise the amount of time spent being sedentary (sitting) for extended periods,No,Yes,Guided studies,,"Nursing programme curriculum,Media, YouTube, internet",,,Somewhat not,,Jogging,Cycling,Swimming ,,Cross country,Weight lifting,,31-90 minutes,2021-12-09
